entity_id,state,last_changed
sensor.dishwasher_current_power,0.0,2026-01-21T23:00:00.000Z
sensor.dishwasher_current_power,26.0,2026-01-23T16:54:31.690Z
sensor.dishwasher_current_power,11.0,2026-01-23T16:55:02.402Z
sensor.dishwasher_current_power,71.0,2026-01-23T16:55:32.010Z
sensor.dishwasher_current_power,2022.0,2026-01-23T16:56:02.094Z
sensor.dishwasher_current_power,2007.0,2026-01-23T16:57:02.356Z
sensor.dishwasher_current_power,2003.0,2026-01-23T16:57:32.464Z
sensor.dishwasher_current_power,2002.0,2026-01-23T16:58:02.608Z
sensor.dishwasher_current_power,2013.0,2026-01-23T16:58:32.713Z
sensor.dishwasher_current_power,2021.0,2026-01-23T16:59:02.833Z
sensor.dishwasher_current_power,2012.0,2026-01-23T16:59:32.946Z
sensor.dishwasher_current_power,2010.0,2026-01-23T17:00:03.111Z
sensor.dishwasher_current_power,1989.0,2026-01-23T17:00:33.233Z
sensor.dishwasher_current_power,2004.0,2026-01-23T17:01:03.316Z
sensor.dishwasher_current_power,2013.0,2026-01-23T17:01:33.429Z
sensor.dishwasher_current_power,1997.0,2026-01-23T17:02:03.643Z
sensor.dishwasher_current_power,2002.0,2026-01-23T17:02:33.764Z
sensor.dishwasher_current_power,1989.0,2026-01-23T17:03:03.898Z
sensor.dishwasher_current_power,2001.0,2026-01-23T17:03:33.993Z
sensor.dishwasher_current_power,2020.0,2026-01-23T17:04:05.152Z
sensor.dishwasher_current_power,2007.0,2026-01-23T17:04:34.283Z
sensor.dishwasher_current_power,1994.0,2026-01-23T17:05:04.412Z
sensor.dishwasher_current_power,1999.0,2026-01-23T17:05:34.575Z
sensor.dishwasher_current_power,1998.0,2026-01-23T17:06:04.656Z
sensor.dishwasher_current_power,1990.0,2026-01-23T17:06:34.777Z
sensor.dishwasher_current_power,1991.0,2026-01-23T17:07:04.885Z
sensor.dishwasher_current_power,71.0,2026-01-23T17:07:35.008Z
sensor.dishwasher_current_power,62.0,2026-01-23T17:08:35.264Z
sensor.dishwasher_current_power,73.0,2026-01-23T17:09:35.486Z
sensor.dishwasher_current_power,66.0,2026-01-23T17:10:05.605Z
sensor.dishwasher_current_power,39.0,2026-01-23T17:10:35.779Z
sensor.dishwasher_current_power,23.0,2026-01-23T17:11:05.862Z
sensor.dishwasher_current_power,22.0,2026-01-23T17:11:35.976Z
sensor.dishwasher_current_power,10.0,2026-01-23T17:12:06.108Z
sensor.dishwasher_current_power,77.0,2026-01-23T17:12:36.227Z
sensor.dishwasher_current_power,1952.0,2026-01-23T17:13:06.363Z
sensor.dishwasher_current_power,1953.0,2026-01-23T17:13:36.469Z
sensor.dishwasher_current_power,1966.0,2026-01-23T17:14:06.604Z
sensor.dishwasher_current_power,1940.0,2026-01-23T17:14:36.723Z
sensor.dishwasher_current_power,1954.0,2026-01-23T17:15:06.869Z
sensor.dishwasher_current_power,1958.0,2026-01-23T17:15:36.990Z
sensor.dishwasher_current_power,1960.0,2026-01-23T17:16:37.205Z
sensor.dishwasher_current_power,1948.0,2026-01-23T17:17:37.450Z
sensor.dishwasher_current_power,1959.0,2026-01-23T17:18:07.574Z
sensor.dishwasher_current_power,1962.0,2026-01-23T17:18:37.709Z
sensor.dishwasher_current_power,64.0,2026-01-23T17:19:07.956Z
sensor.dishwasher_current_power,69.0,2026-01-23T17:20:08.087Z
sensor.dishwasher_current_power,74.0,2026-01-23T17:21:08.349Z
sensor.dishwasher_current_power,65.0,2026-01-23T17:21:38.452Z
sensor.dishwasher_current_power,69.0,2026-01-23T17:22:08.641Z
sensor.dishwasher_current_power,64.0,2026-01-23T17:23:39.117Z
sensor.dishwasher_current_power,69.0,2026-01-23T17:24:09.307Z
sensor.dishwasher_current_power,64.0,2026-01-23T17:25:39.719Z
sensor.dishwasher_current_power,66.0,2026-01-23T17:26:09.894Z
sensor.dishwasher_current_power,69.0,2026-01-23T17:26:40.008Z
sensor.dishwasher_current_power,64.0,2026-01-23T17:27:40.286Z
sensor.dishwasher_current_power,69.0,2026-01-23T17:28:40.657Z
sensor.dishwasher_current_power,64.0,2026-01-23T17:29:40.986Z
sensor.dishwasher_current_power,65.0,2026-01-23T17:30:11.091Z
sensor.dishwasher_current_power,69.0,2026-01-23T17:30:41.227Z
sensor.dishwasher_current_power,64.0,2026-01-23T17:31:41.517Z
sensor.dishwasher_current_power,69.0,2026-01-23T17:32:41.772Z
sensor.dishwasher_current_power,1956.0,2026-01-23T17:33:42.023Z
sensor.dishwasher_current_power,1932.0,2026-01-23T17:34:12.136Z
sensor.dishwasher_current_power,1941.0,2026-01-23T17:35:12.401Z
sensor.dishwasher_current_power,1930.0,2026-01-23T17:35:42.508Z
sensor.dishwasher_current_power,1935.0,2026-01-23T17:36:12.630Z
sensor.dishwasher_current_power,1956.0,2026-01-23T17:36:42.765Z
sensor.dishwasher_current_power,1940.0,2026-01-23T17:37:12.886Z
sensor.dishwasher_current_power,1923.0,2026-01-23T17:38:13.107Z
sensor.dishwasher_current_power,1932.0,2026-01-23T17:38:43.208Z
sensor.dishwasher_current_power,1927.0,2026-01-23T17:39:13.343Z
sensor.dishwasher_current_power,1912.0,2026-01-23T17:39:43.436Z
sensor.dishwasher_current_power,1931.0,2026-01-23T17:40:13.582Z
